Sl.No.,Slide_No,State,District,Slide_Name,NH_SH_Location,Latitude,Longitude,Material Involved,Movement Type,History
1201,AR/EK/ 83A14/2020-21/24,Arunachal Pradesh,East Kameng,Pakke-Bameng road section slide-9,Pakke-Bameng Road,27.555389,92.960778,Debris,Slide,NA
1202,AR/EK/ 83A14/2020-21/22,Arunachal Pradesh,East Kameng,Pakke-Bameng road section slide-7,Pakke-Bameng Road,27.555583,92.963028,Rock,Slide,NA
1203,AR/EK/ 83A14/2020-21/23,Arunachal Pradesh,East Kameng,Pakke-Bameng road section slide-8,Pakke-Bameng Road,27.555611,92.962194,Debris,Slide,NA
1204,AR/KD/82E/10/2018/01,Arunachal Pradesh,Kra Daadi,Deed- New Palin,"State Highway, Deed to New Palin road",27.5806,93.6348,Debris,Flow,NA
1205,AR/KP/83E16/2018/02,Arunachal Pradesh,Papum Pare,Yupia-Midpu,NH713A,27.1929,93.7802,Debris,Slide,NA
1206,AR/PP/83E12/2018/03,Arunachal Pradesh,Papum Pare,Itanagar-Naharlagun,National Highway 415,27.1076,93.6413,Debris and unconsolidated material,Debris flow and subsidence,NA
1207,Landslide No. 1,Arunachal Pradesh,Papum Pare,"NH-415, Kachcha Pahar, Gohpur landslide",NH-415,27.07925,93.59430556,Soil and boulders,Mud flow,NA
1208,Arn/ Papum Pare /83E/12/2020/02,Arunachal Pradesh,Papum Pare,Tigdo Slide,"Yupia - Potin Road, about 4 km from Doimukh town.",27.13469444,93.74347222,Unconsolidated rock debris and sandy soil.,Translation (Debris flow),NA
1209,ARN/Papumpare/83E12/2020/01,Arunachal Pradesh,Papum Pare,Donyi Slide,"Near Jollang Road, 2.5 km east of Itanagar City",27.08130556,93.61283333,Unconsolidated rock debris and sandy soil.,Translation (Debris flow),25 June 2020
1210,AR/ES/82P/8/2021/01,Arunachal Pradesh,East Siang,Renging,National Highway 229,28.14116,95.27472,Debris/unconsolidated material,Debris slide and subsidence,1950
1211,AR/ES/82P/8/2021/02,Arunachal Pradesh,East Siang,Renging,National Highway 229,28.14251,95.27439,Debris/unconsolidated material,Debris slide and subsidence,1950
1212,AR/PP/83E/12/2021/01,Arunachal Pradesh,Papum Pare,Chimpu-Hollongi Road,National Highway 415,27.03106,93.62292,Debris/unconsolidated material,Debris slide and subsidence,2020
1213,AR/83E/12/2021/2,Arunachal Pradesh,Papum Pare,D-Sector,"NH415, Itanagar city",27.09589,93.62284,Debris/unconsolidated materials,Debris slide,NA
1214,AR/83E/12/2021/03,Arunachal Pradesh,Papum Pare,Chandranagar,"NH415, Chandranagar, Itanagar",27.083117,93.601735,Debris and unconsolidated material,Debris slide,NA
1215,AR/PP/83E/12/2018/04,Arunachal Pradesh,Papum Pare,Donyi-Ruchi Circular road,Ganga marketJollang circular,27.08155,93.61438,Debris/unconsolidated material,Debris slide,NA
1216,AR/83E/12/2021/05,Arunachal Pradesh,Papum Pare,Sanki-I,Mow2-Senkiview road section,27.10375,93.61529,Debris,Debris slide,NA
1217,AR/83E/12/2018/06,Arunachal Pradesh,Papum Pare,Sanki-II,MowII-Senkicircular road,27.10215,93.61371,Debris/unconsolidated material,Debris slide,NA
1218,ARN/TWG/FM/2016-17/01,Arunachal Pradesh,Tawang,Famla Slide,,27.58741667,91.88694444,Debris,Slide,22 April 2016
1219,ARN/TWG/FM/2016-17/02,Arunachal Pradesh,Tawang,Famla Slide,,27.58741667,91.88694444,Earth / soil,Slide,22 April 2016
1220,ARN/TWG/NYD/2016-17/06,Arunachal Pradesh,Tawang,Nyungmadung Slide,,27.59152778,91.88044444,Earth / soil,Flows,23 April 2016
1221,ARN/TWG/RBR/2016-17/17,Arunachal Pradesh,Tawang,Rabrang Sinking zone,,27.58647222,91.89636111,Earth/Soil/Debris,Sinking/subsidence,NA
1222,ARN/TWG/KHT/2016-17/20,Arunachal Pradesh,Tawang,Khangteng Slide,,27.50994444,91.85486111,Earth,Slide,2016
1223,ARN/TWNG/78M14/2016/0015,Arunachal Pradesh,Tawang,Khardung slide 2016,,27.561083,91.911528,Debris,Slide,2016
1224,AR/EK/ 83A14/2020-21/31,Arunachal Pradesh,East Kameng,Pakke-Bameng road section slide-10,"Pakke-Bameng road, east of Tara village",27.561111,92.965278,Rock,Slide,NA
1225,AR/EK/ 83A14/2020-21/32,Arunachal Pradesh,East Kameng,Pakke-Chayang Tajo road section slide3,Pakke-Chayang Tajo road,27.562917,92.983139,Debris,Slide,NA
1226,AR/EK/ 83A14/2020-21/11,Arunachal Pradesh,East Kameng,Pakke-Tara road section slide-1,Pakke-Bameng road section,27.563167,92.975139,Rock,Slide,NA
1227,AR/EK/ 83A14/2020-21/12,Arunachal Pradesh,East Kameng,Pakke-Tara road section slide-2,Pakke-Bameng road section,27.566131,92.973072,Debris,Slide,NA
1228,AR/EK/ 83A14/2020-21/13,Arunachal Pradesh,East Kameng,Pakke-Tara road section slide-3,Pakke-Bameng road section,27.566611,92.967639,Debris,Slide,NA
1229,AR/EK/ 83A14/2020-21/06,Arunachal Pradesh,East Kameng,Pachi-Chayang Tajo road section slide1,Pachi-Chayang Tajo road section,27.568028,92.993944,Rock,Slide,NA
1230,AR/EK/ 83A14/2020-21/14,Arunachal Pradesh,East Kameng,Pakke-Tara road section slide-4,Pakke-Bameng road section,27.568778,92.966583,Debris,Slide,NA
1231,AR/EK/ 83A14/2020-21/15,Arunachal Pradesh,East Kameng,Pakke-Tara road section slide-5,Pakke-Bameng road section,27.571111,92.965556,Rock,Slide,NA
1232,AR/EK/ 83A14/2020-21/07,Arunachal Pradesh,East Kameng,Pachi-Chayang Tajo road section slide2,Pachi-Chayang Tajo road section,27.574306,92.999556,Debris,Slide,NA
1233,AR/WKG/78M14/2021/003,Arunachal Pradesh,Tawang,NH 13 Slide 35,NH 13,27.576806,91.993444,Debris,Slide,NA
1234,ARN/TWNG/78M14/2016/0018,Arunachal Pradesh,Tawang,Dumgin Road sinking,,27.579,91.868639,NA,Subsidence,2016
1235,AR/TAW/78M14/2014/22,Arunachal Pradesh,Tawang,NH-13,,27.58006,91.97728,Rock cum Debris,Slide,2013
1236,AR/WKG/78M14/2021/002,Arunachal Pradesh,Tawang,Four Bridge Camp Slide,NH 13,27.583611,91.973056,Debris,Slide,NA
1237,AP/TAW/78M14-SE/2009-10/AR1B,Arunachal Pradesh,Tawang,Tawang Monastery/Arunachal Pradesh,,27.584639,91.860917,Rock cum Debris,,NA
1238,AP/TAW/78M14-SE/2009-10/AR1C,Arunachal Pradesh,Tawang,Tawang Monastery/Arunachal Pradesh,,27.584639,91.860917,Rock cum Debris,,NA
1239,AP/TAW/78M14-SE/2009-10/AR1A,Arunachal Pradesh,Tawang,Tawang Monastery/Arunachal Pradesh,,27.584639,91.860917,Rock cum Debris,,NA
1240,ARN/TWNG/787M14/2016/0021,Arunachal Pradesh,Tawang,Khremithang slide,,27.586694,91.871444,NA,Slide,2016
1241,ARN/TWNG/78M14/2016/0001,Arunachal Pradesh,Tawang,Famla Slide,,27.587417,91.886944,Debris,Slide,22 April 2016
1242,ARN/TWNG/78M14/2016/0002,Arunachal Pradesh,Tawang,Famla Slide,,27.587417,91.886944,NA,Slide,22 April 2016
1243,ARN/TWNG/78M14/2016/0016,Arunachal Pradesh,Tawang,Bomdir Supply Slide (Army),,27.587611,91.894167,Debris,Slide,2016
1244,ARN/TWG/78M14/2016/0028,Arunachal Pradesh,Tawang,Govt. Girl Hr. Sec. School Slide,Locality,27.589,91.873194,Earth,Slide,2016
1245,ARN/TWNG/78M14/2016/0019,Arunachal Pradesh,Tawang,Thongleng Slide,,27.58925,91.795667,Rock cum Debris,Slide,2016
1246,ARN/TWNG/78M14/2016/0022,Arunachal Pradesh,Tawang,New Lebrang slide,,27.589417,91.861444,NA,Slide,23 April 2016
1247,ARN/TWNG/78M14/2016/0007,Arunachal Pradesh,Tawang,"Nyungmadung Slide near 4, 55 Bn. ITBP camp",,27.589889,91.881194,NA,Slide,2016
1248,ARN/TWG/78M14/2016/0029,Arunachal Pradesh,Tawang,New Market Sinking zone,Locality,27.590556,91.867667,Debris,Subsidence,2016
1249,ARN/TWG/78M14/2016/0030,Arunachal Pradesh,Tawang,WRD Slide (North),Locality,27.590639,91.876806,Earth,Slide,2016
1250,ARN/TWG/78M14/2016/0031,Arunachal Pradesh,Tawang,WRD Slide (South),Locality,27.590639,91.876806,Debris,Slide,2016
1251,ARN/TWNG/78M14/2016/0004,Arunachal Pradesh,Tawang,Namet Slide,,27.591389,91.9025,Rock cum Debris,Slide,23 April 2016
1252,AR/WKG/78M14/2021/001,Arunachal Pradesh,Tawang,NH 13 Slide 34,NH 13/ S of Jangda,27.591417,91.973083,Soil,Slide,NA
1253,ARN/TWNG/78M14/2016/0006,Arunachal Pradesh,Tawang,Nyungmadung Slide,,27.591528,91.880444,NA,Flow,2016
1254,ARN/TWNG/78M14/2016/0008,Arunachal Pradesh,Tawang,All India Radio Colony Slide,,27.591806,91.865028,NA,Fall,22 April 2016
1255,ARN/TWNG/78M14/2016/0009,Arunachal Pradesh,Tawang,Rubrang Slide,,27.591833,91.865056,Debris,Flow,2016
1256,ARN/TWNG/78M14/2016/0011,Arunachal Pradesh,Tawang,Topon Colony slide,,27.592639,91.867528,NA,Slide,2016
1257,ARN/TWNG/78M14/2016/0012,Arunachal Pradesh,Tawang,Rubray (Shyo) Slide,,27.592667,91.866222,Debris,Flow,2016
1258,ARN/TWNG/78M14/2016/0010,Arunachal Pradesh,Tawang,D.C. & S. P. Bungalows Slide,,27.593139,91.873889,NA,Slide,22 April 2016
1259,ARN/TWNG/78M14/2016/0023,Arunachal Pradesh,Tawang,Changpu sinking zone,,27.593361,91.879444,NA,Subsidence,23 April 2016
1260,ARN/TWNG/78M14/2016/0013,Arunachal Pradesh,Tawang,Duda Slide (District Urban Development Authority Colony),,27.594833,91.866417,Debris,Slide,22 April 2016
1261,ARN/TWNG/78M14/2016/0014,Arunachal Pradesh,Tawang,MG Road slide,,27.594861,91.866444,NA,Fall,2016
1262,ARN/TWNG/78M14/2016/0003,Arunachal Pradesh,Tawang,Shyinteng slide,,27.595167,91.895444,Debris,Slide,2016
1263,ARN/TWNG/78M14/2016/0005,Arunachal Pradesh,Tawang,Khinmai Monastery slide,,27.596278,91.894333,Debris,Slide,2016
1264,ARN/TWNG/78M14/2016/0024,Arunachal Pradesh,Tawang,SSB Colony slide,,27.596639,91.878972,Debris,Slide,23 April 2016
1265,ARN/TWNG/78M14/2016/0025,Arunachal Pradesh,Tawang,Q.M. Store slide,,27.596639,91.878972,Debris,Slide,23 April 2016
1266,ARN/TWG/78M14/2016/0026,Arunachal Pradesh,Tawang,SSB Workshop (South),Locality,27.599,91.876528,Debris,Slide,2016
1267,ARN/TWG/78M14/2016/0027,Arunachal Pradesh,Tawang,SSB Workshop (North),Locality,27.599806,91.876111,Debris,Slide,2016
1268,AP/LSB/83E14/2021/35,Arunachal Pradesh,Lower Subansiri,Ziro-Raga slide 2,Ziro-Raga,27.62225,93.840778,Debris,Slide,NA
1269,AP/LSB/83E14/2021/34,Arunachal Pradesh,Lower Subansiri,Ziro-Raga slide 1,Ziro-Raga,27.622972,93.841361,Debris,Slide,NA
1270,AP/KRA/83E10/2021/33,Arunachal Pradesh,Kra Daadi,Palin Road slide 2,Palin Road,27.637611,93.637722,Debris,Slide,NA
1271,AP/LSB/83E14/2021/36,Arunachal Pradesh,Lower Subansiri,Ziro-Raga slide 3,Ziro-Raga,27.63825,93.857583,Debris,Slide,NA
1272,AP/LSB/83E14/2021/37,Arunachal Pradesh,Lower Subansiri,Ziro-Raga slide 4,Ziro-Raga,27.649194,93.874,Debris,Slide,NA
1273,AP/KRA/83E10/2021/32,Arunachal Pradesh,Kra Daadi,Palin Road slide 1,Palin Road,27.652167,93.632417,Debris,Slide,NA
1274,AP/LSB/83E14/2021/38,Arunachal Pradesh,Lower Subansiri,13 km North of Ziro,North of Ziro,27.656,93.877472,Soil,Slide,NA
1275,AP/WSG/83I09/2021/118,Arunachal Pradesh,West Siang,Likabali petrol pump slide,Likabali petrol pump,27.662194,94.702667,Debris,Slide,NA
1276,AP/WSG/83I09/2021/117,Arunachal Pradesh,West Siang,Likabali road slide 3,Likabali road,27.664972,94.693861,Debris,Slide,NA
1277,AP/LSB/83E14/2021/40,Arunachal Pradesh,Lower Subansiri,Ziro-Raga slide 2,Ziro-Raga,27.665417,93.892222,Debris,Slide,NA
1278,AP/LSB/83E14/2021/39,Arunachal Pradesh,Lower Subansiri,Ziro-Raga slide 1,Ziro-Raga,27.666556,93.891861,Debris,Slide,NA
1279,AP/KRA/83E10/2021/31,Arunachal Pradesh,Kra Daadi,Palin-Yazuli road slide,Palin-Yazuli road,27.668278,93.629472,Debris,Slide,NA
1280,AP/KRA/83E10/2021/30,Arunachal Pradesh,Kra Daadi,Potin-Ziro road slide,Potin-Ziro road,27.668611,93.63,Debris,Slide,NA
1281,AP/WSG/83I09/2021/116,Arunachal Pradesh,West Siang,Likabali road slide 2,Likabali road,27.683889,94.682444,Rock,Slide,NA
1282,AP/WSG/83I09/2021/115,Arunachal Pradesh,West Siang,Likabali road slide 1,Likabali road,27.688,94.67875,Rock,Slide,NA
1283,AP/WSG/83I09/2021/114,Arunachal Pradesh,West Siang,NE of Likabali Police check-post slide,NE of Likabali Police check-post,27.688583,94.681,Rock,Slide,NA
1284,ARN/KRA/83E10/2017,Arunachal Pradesh,Kra Daadi,Palin landslide,Palin village,27.690111,93.632556,Debris,Slide,2017
1285,AP/WSG/83I09/2021/113,Arunachal Pradesh,West Siang,Magi-Likabali road section slide 2,Magi-Likabali road section,27.703222,94.67275,Rock,Slide,NA
1286,AP/WSG/83I09/2021/112,Arunachal Pradesh,West Siang,Magi-Likabali road section slide 1,Magi-Likabali road section,27.70625,94.673833,Rock,Slide,NA
1287,AP/WSG/83I09/2021/102,Arunachal Pradesh,West Siang,Garu-Siji road section slide 1,Garu-Siji road section,27.720444,94.721528,Rock,Slide,NA
1288,AP/KM/83I01/2021/8,Arunachal Pradesh,Kamle,East of Tamen Suspension Bridge slide 2,E of Tamen bridge,27.751917,94.023472,Debris,Slide,NA
1289,AP/WSG/83I09/2021/111,Arunachal Pradesh,West Siang,Garu-Siji road section slide 9,Garu-Siji road section,27.752611,94.7175,Rock,Slide,NA
1290,AP/KM/83I01/2021/7,Arunachal Pradesh,Kamle,East of Tamen Suspension Bridge slide1,E of Tamen Suspension Bridge,27.754056,94.018528,Debris,Slide,NA
1291,AP/WSG/83I09/2021/110,Arunachal Pradesh,West Siang,Garu-Siji road section slide 8,Garu-Siji road section,27.754806,94.715444,Rock,Slide,NA
1292,AP/KD/83E09/2021/46,Arunachal Pradesh,Kra Daadi,West of Taya slide 1,W of Taya,27.756511,93.417861,Debris,Slide,NA
1293,AP/KD/83E09/2021/45,Arunachal Pradesh,Kra Daadi,West of Taya slide 2,W of Taya,27.756778,93.436761,soil,Slide,NA
1294,AP/WSG/83I09/2021/109,Arunachal Pradesh,West Siang,Siji Camp slide,NE of Siji Camp,27.757417,94.716167,Rock,Slide,NA
1295,AP/LS/83E09/2021/05,Arunachal Pradesh,Lower Subansiri,Tamen slide 2,Near Tamen,27.758611,93.997222,Debris,Slide,NA
1296,AP/KD/83E09/2021/42,Arunachal Pradesh,Kra Daadi,Near Dabo slide 2,Near Dabo,27.758806,93.609167,Debris,Slide,NA
1297,AP/KM/83I01/2021/9,Arunachal Pradesh,Kamle,3km SE of Raga Village slide,SE of Raga Village,27.758889,94.059833,Rock,Slide,NA
1298,AP/KM/83I01/2021/6,Arunachal Pradesh,Kamle,4km S of Raga Village slide,S of Raga Village,27.759361,94.047083,Rock,Slide,NA
1299,AP/WSG/83I09/2021/108,Arunachal Pradesh,West Siang,Garu-Siji road section slide 7,Garu-Siji road section,27.759556,94.712333,Rock,Slide,NA
1300,AP/WSG/83I09/2021/107,Arunachal Pradesh,West Siang,Garu-Siji road section slide 6,Garu-Siji road section,27.760194,94.712278,Rock,Slide,NA
1301,AP/LS/83E09/2021/02,Arunachal Pradesh,Lower Subansiri,Tamen slide 3,Near Tamen,27.760889,93.990806,Debris,Slide,NA
1302,AP/LS/83E09/2021/01,Arunachal Pradesh,Lower Subansiri,Tamen slide 1,Near Tamen,27.760917,93.995583,Rock,Slide,NA
1303,AP/WSG/83I09/2021/106,Arunachal Pradesh,West Siang,Garu-Siji road section slide 5,Garu-Siji road section,27.762,94.712278,Debris,Slide,NA
1304,AP/KD/83E09/2021/41,Arunachal Pradesh,Kra Daadi,Near Dabo slide 1,Near Dabo,27.763444,93.608278,Debris,Slide,NA
1305,AP/LS/83E09/2021/03,Arunachal Pradesh,Lower Subansiri,Tamen slide 4,Near Tamen,27.763722,93.992333,Debris,Slide,NA
1306,AP/KD/83E09/2021/40,Arunachal Pradesh,Kra Daadi,Upper Mer slide 3,W of Upper Mer,27.772194,93.59325,Debris,Slide,NA
1307,AP/LS/83E09/2021/04,Arunachal Pradesh,Lower Subansiri,Tamen slide 5,Near Tamen,27.773556,93.969778,Debris,Slide,NA
1308,AP/KD/83E09/2021/39,Arunachal Pradesh,Kra Daadi,Upper Mer slide 4,Upper Mer,27.773847,93.595528,Debris,Slide,NA
1309,AP/WSG/83I09/2021/105,Arunachal Pradesh,West Siang,Garu-Siji road section slide 4,Garu-Siji road section,27.773972,94.7135,Rock,Slide,NA
1310,AP/WSG/83I09/2021/104,Arunachal Pradesh,West Siang,Garu-Siji road section slide 3,Garu-Siji road section,27.777278,94.715583,Debris,Slide,NA
1311,AP/KD/83E09/2021/44,Arunachal Pradesh,Kra Daadi,Near Pitak slide 1,Near Pitak,27.78,93.456231,Debris,Slide,NA
1312,AP/KD/83E09/2021/43,Arunachal Pradesh,Kra Daadi,Near Pitak slide 2,Near Pitak,27.781792,93.477942,Debris,Slide,NA
1313,AP/KK/83E09/2021/36,Arunachal Pradesh,Kurung Kumey,Lower Gida slide,Lower Gida,27.782139,93.546139,Debris,Slide,NA
1314,AP/KD/83E09/2021/38,Arunachal Pradesh,Kra Daadi,Upper Mer slide 1,N of Upper Mer,27.783667,93.600806,Debris,Slide,NA
1315,AP/WSG/83I09/2021/103,Arunachal Pradesh,West Siang,Garu-Siji road section slide 2,Garu-Siji road section,27.786833,94.720111,Rock,Slide,NA
1316,AP/WSG/83I09/2021/101,Arunachal Pradesh,West Siang,Siji Camp slide,NE of Siji Camp,27.788194,94.724194,Rock,Slide,NA
1317,AP/KK/83E09/2021/34,Arunachal Pradesh,Kurung Kumey,Powak Korar slide,Powak Korar,27.788389,93.526528,Debris,Slide,NA
1318,AP/KK/83E09/2021/35,Arunachal Pradesh,Kurung Kumey,Sangme slide,Sangme,27.788639,93.539667,Debris,Slide,NA
1319,AR/LS/83I13/2022/102,Arunachal Pradesh,Lower Siang,Old Deka village Slide 1,Old Deka road,27.790489,94.958147,Debris,Slide,NA
1320,AR/LS/83I13/2022/103,Arunachal Pradesh,Upper Siang,Old Deka village Slide 2,Old Deka road,27.793761,94.959097,Debris,Slide,NA
1321,AP/WSG/83I09/2021/100,Arunachal Pradesh,West Siang,Garu-Siji road section slide 1,Garu-Siji road section,27.793917,94.728806,Rock,Slide,NA
1322,AP/WSG/83I09/2021/99,Arunachal Pradesh,West Siang,Garo- Basar road slide 7,Garo-Basar road section,27.794333,94.73075,Rock,Slide,NA
1323,AP/KD/83E09/2021/37,Arunachal Pradesh,Kra Daadi,Upper Mer slide 2,N of Upper Mer,27.794583,93.597306,Debris,Slide,NA
1324,AP/WSG/83I09/2021/98,Arunachal Pradesh,West Siang,Garo- Basar road slide 6,Garo-Basar road section,27.797389,94.735333,Rock,Slide,NA
1325,AP/US/83E09/2021/06,Arunachal Pradesh,Upper Subansiri,Belo village slide,Belo village,27.797806,93.96175,Debris,Slide,NA
1326,AP/KK/83E09/2021/33,Arunachal Pradesh,Kurung Kumey,Tachek slide,Tachek,27.801194,93.541944,Debris,Slide,NA
1327,AP/KK/83E09/2021/32,Arunachal Pradesh,Kurung Kumey,Byasi village slide 1,Byasi village,27.801194,93.541667,Debris,Slide,NA
1328,AP/KK/83E09/2021/31,Arunachal Pradesh,Kurung Kumey,Byasi village slide 2,Byasi village,27.803972,93.543083,Debris,Slide,NA
1329,AP/WSG/83I09/2021/97,Arunachal Pradesh,West Siang,Garo- Basar road slide 5,Garo-Basar road section,27.804361,94.715056,Rock,Slide,NA
1330,AP/WSG/83I09/2021/96,Arunachal Pradesh,West Siang,Ego- Basar road slide 2,Ego-Basar road section,27.804944,94.719861,Rock,Slide,NA
1331,AP/KM/83I01/2021/3,Arunachal Pradesh,Kamle,Hardampo slide,Hardampo,27.813833,94.134333,Debris,Slide,NA
1332,AP/KK/83E09/2021/18,Arunachal Pradesh,Kurung Kumey,Rowa village slide,Near Rowa village,27.814806,93.521,Rock,Slide,NA
1333,AP/KM/83I01/2021/4,Arunachal Pradesh,Kamle,Orokem slide,Orokem,27.81975,94.138722,Debris,Slide,NA
1334,AP/US/83E09/2021/17,Arunachal Pradesh,Upper Subansiri,Gangte village slide,Gangte village,27.81975,93.945556,Debris,Slide,NA
1335,AP/WSG/83I09/2021/94,Arunachal Pradesh,West Siang,Garo- Basar road slide 4,Garo-Basar road section,27.821278,94.730278,Debris,Slide,NA
1336,AP/KM/83I01/2021/1,Arunachal Pradesh,Kamle,4km NE of Raga slide,NE of Raga,27.821861,94.104806,Debris,Slide,NA
1337,AP/WSG/83I09/2021/95,Arunachal Pradesh,West Siang,Ego- Basar road slide 1,Ego-Basar road section,27.821889,94.730417,Debris,Slide,NA
1338,AP/KM/83I01/2021/2,Arunachal Pradesh,Kamle,Kemlico slide,Kemlico,27.822556,94.135417,Debris,Slide,NA
1339,AP/WSG/83I09/2021/93,Arunachal Pradesh,West Siang,Garo- Basar road slide 3,Garo-Basar road section,27.823139,94.732972,Debris,Slide,NA
1340,AP/WSG/83I09/2021/92,Arunachal Pradesh,West Siang,Garo- Basar road slide 2,Garo-Basar road section,27.824889,94.739556,Debris,Slide,NA
1341,AP/WSG/83I09/2021/91,Arunachal Pradesh,West Siang,Garo- Basar road slide 1,Garo-Basar road section,27.825694,94.747,Rock,Slide,NA
1342,AP/US/83E09/2021/11,Arunachal Pradesh,Upper Subansiri,Radum village slide 2,Radum village,27.827472,93.972556,Debris,Slide,NA
1343,AP/US/83E09/2021/10,Arunachal Pradesh,Upper Subansiri,Radum village slide 1,Radum village,27.827806,93.972167,Debris,Slide,NA
1344,AP/LS/83E09/2021/09,Arunachal Pradesh,Lower Subansiri,Riaga slide 2,Near Riaga,27.82925,93.911194,Debris,Slide,NA
1345,AP/KM/83I01/2021/5,Arunachal Pradesh,Kamle,2km NW of Godak Village slide,NW of Godak Village,27.8305,94.157444,Rock,Fall,NA
1346,AP/LS/83E09/2021/08,Arunachal Pradesh,Lower Subansiri,Riaga slide 1,Near Riaga,27.830944,93.917028,soil,Slide,NA
1347,AP/KK/83E09/2021/19,Arunachal Pradesh,Kurung Kumey,Nibi village slide,Nibi village,27.83275,93.504417,Debris,Slide,NA
1348,AP/US/83E09/2021/12,Arunachal Pradesh,Upper Subansiri,Hebang village slide,Hebang village,27.833306,93.978611,Debris,Slide,NA
1349,AR/WS/82I13/2022/092,Arunachal Pradesh,West Siang,Likabali-Aalo road Slide 1,Silapathar- Rilu road,27.834083,94.768972,Debris,Slide,NA
1350,AP/LS/83E09/2021/07,Arunachal Pradesh,Lower Subansiri,Baring village slide,Baring village,27.8345,93.933694,Debris,Slide,NA
1351,AP/US/83E09/2021/13,Arunachal Pradesh,Upper Subansiri,Luba village slide 3,Luba village,27.83875,93.977278,Debris,Slide,NA
1352,AP/US/83E09/2021/14,Arunachal Pradesh,Upper Subansiri,Luba village slide 2,Luba village,27.83975,93.977444,Debris,Slide,NA
1353,AR/WS/83I13/2022/091,Arunachal Pradesh,West Siang,S of Rilu village Slide,Near Rilu village,27.839817,94.778642,Debris,Slide,NA
1354,AP/US/83E09/2021/15,Arunachal Pradesh,Upper Subansiri,Luba village slide 4,Luba village,27.840167,93.980861,Debris,Slide,NA
1355,AR/WS/82I13/2022/093,Arunachal Pradesh,West Siang,Likabali-Aalo road Slide 2,Silapathar- Basar road,27.840972,94.771167,Debris,Slide,NA
1356,AP/US/83E09/2021/16,Arunachal Pradesh,Upper Subansiri,Luba village slide 1,Luba village,27.844444,93.973944,Debris,Slide,NA
1357,AR/WS/83I13/2022/094,Arunachal Pradesh,West Siang,Likabali-Aalo road Slide 3,Silapathar- Basar road,27.847111,94.783139,Debris,Slide,NA
1358,AP/KK/83E09/2021/30,Arunachal Pradesh,Kurung Kumey,New Dillang slide,Dillang new,27.854583,93.484722,Debris,Slide,NA
1359,AR/WS/83I13/2022/096,Arunachal Pradesh,West Siang,Likabali-Aalo road Slide 5,Likabali-Aalo road,27.858889,94.78875,Debris,Slide,NA
1360,AR/WS/83I13/2022/097,Arunachal Pradesh,West Siang,Likabali-Aalo road Slide 6,Likabali-Aalo road,27.858972,94.783917,Debris,Slide,NA
1361,AR/WS/83I13/2022/095,Arunachal Pradesh,West Siang,Likabali-Aalo road Slide 4,Likabali-Aalo road,27.859444,94.789222,Rock,Slide,NA
1362,AP/KK/83E09/2021/20,Arunachal Pradesh,Kurung Kumey,Relung New camp slide 2,Relung New camp,27.863722,93.473389,Debris,Slide,NA
1363,AP/KK/83E09/2021/21,Arunachal Pradesh,Kurung Kumey,Relung New camp slide 1,NW of Relung New camp,27.866083,93.467306,Debris,Slide,NA
1364,AP/KK/83E09/2021/22,Arunachal Pradesh,Kurung Kumey,Nainital Kathgodam slide,Nainital Kathgodam,27.86775,93.465861,Debris,Slide,NA
1365,AR/WS/83I13/2022/098,Arunachal Pradesh,West Siang,Likabali-Aalo road Slide 7,Likabali-Aalo road,27.868667,94.787083,Rock,Slide,NA
1366,AR/WS/83I13/2022/099,Arunachal Pradesh,West Siang,S of Daring Slide,Daring road,27.870361,94.817861,Debris,Slide,NA
1367,AP/KK/83E09/2021/23,Arunachal Pradesh,Kurung Kumey,Kele Village slide 3,Kele Village,27.872722,93.456306,Debris,Slide,NA
1368,AP/KK/83E09/2021/24,Arunachal Pradesh,Kurung Kumey,Kele Village slide 2,Kele Village,27.874667,93.452917,Debris,Slide,NA
1369,AR/LOH/92A05/2014/05,Arunachal Pradesh,Lohit,NH 52,,27.87469,96.35986,Rock,Slide,May 2014
1370,AR/LOH/92A05/2014/01,Arunachal Pradesh,Lohit,NH 52,,27.87825,96.36614,Rock,Fall,May 2014
1371,AP/KK/83E09/2021/29,Arunachal Pradesh,Kurung Kumey,Kele village slide 1,NW of Kele village,27.882056,93.444333,Debris,Slide,NA
1372,AR/LOH/92A05/2014/02,Arunachal Pradesh,Lohit,NH 52,,27.89311,96.36336,Rock,Fall,May 2014
1373,AR/WS/83I13/2022/100,Arunachal Pradesh,West Siang,NE of Daring Slide 1,Daring road,27.893389,94.842194,Soil,Slide,NA
1374,AR/WS/83I13/2022/101,Arunachal Pradesh,West Siang,NE of Daring Slide 2,Daring road,27.897361,94.844111,Rock,Slide,NA
1375,AP/KK/83E09/2021/26,Arunachal Pradesh,Kurung Kumey,Koloriang slide 4,East of Koloriang,27.897722,93.406306,Debris,Slide,NA
1376,AP/KK/83E09/2021/25,Arunachal Pradesh,Kurung Kumey,Koloriang slide 3,East of Koloriang,27.898806,93.408444,Debris,Slide,NA
1377,AP/KK/83E09/2021/28,Arunachal Pradesh,Kurung Kumey,Koloriang slide 1,Near Koloriang,27.903389,93.370361,Debris,Slide,NA
1378,AP/KK/83E09/2021/27,Arunachal Pradesh,Kurung Kumey,Koloriang slide 2,Near Koloriang,27.903417,93.371722,Debris,Slide,NA
